set_id,month,card_number,card_name,rarity,raw_price,psa_10_price,psa_9_price,tag_10_price,ace_10_price,cgc_10_price,bgs_10_price,bgs_10_black_label_price,cgc_10_pristine_price
sv01,2023-03,223,Spidops ex,ultra_rare,6.77,,,,,,,,
sv01,2023-03,019,Spidops ex,double_rare,5.00,,,,,,,,
sv01,2023-03,045,Gyarados ex,double_rare,7.50,,,,,,,,
sv01,2023-03,240,Professor's Research (Professor Sada),ultra_rare,19.65,,,,,,,,
sv01,2023-03,242,Team Star Grunt,ultra_rare,9.43,,,,,,,,
sv01,2023-03,211,Ralts,illustration_rare,5.50,,,,,,,,
sv01,2023-03,257,Lightning Energy,hyper_rare,20.00,,,,,,,,
sv01,2023-03,230,Great Tusk ex,ultra_rare,8.34,,,,,,,,
sv01,2023-03,231,Koraidon ex,ultra_rare,9.00,,,,,,,,
sv01,2023-03,243,Spidops ex,special_illustration_rare,18.00,,,,,,,,
sv01,2023-03,249,Arven,special_illustration_rare,38.00,220.06,58.68,,,,,,
sv01,2023-03,250,Jacq,special_illustration_rare,2.25,,,,,,,,
sv01,2023-03,254,Koraidon ex,hyper_rare,27.00,,,,,,,,
sv01,2023-03,032,Arcanine ex,double_rare,9.90,,,,,,,,
sv01,2023-03,232,Toxicroak ex,ultra_rare,11.55,,,,,,,,
sv01,2023-03,234,Oinkologne ex,ultra_rare,6.09,,,,,,,,
sv01,2023-03,212,Kirlia,illustration_rare,14.61,,,,,,,,
sv01,2023-03,235,Arven,ultra_rare,33.56,,,,,,,,
sv01,2023-03,205,Clauncher,illustration_rare,14.99,,,,,,,,
sv01,2023-03,206,Wiglett,illustration_rare,10.00,,,,,,,,
sv01,2023-03,207,Dondozo,illustration_rare,10.17,,,,,,,,
sv01,2023-03,215,Riolu,illustration_rare,9.99,,,,,,,,
sv01,2023-03,248,Iron Treads ex,special_illustration_rare,24.82,154.14,41.81,,,,,,
sv01,2023-03,258,Fighting Energy,hyper_rare,19.99,,,,,,,,
sv01,2023-03,081,Miraidon ex,double_rare,20.31,,,,,,,,
sv01,2023-03,088,Banette ex,double_rare,7.40,,,,,,,,
sv01,2023-04,224,Arcanine ex,ultra_rare,17.50,,,,,,,,
sv01,2023-04,201,Toedscool,illustration_rare,4.00,48.22,14.75,,,,,,
sv01,2023-04,209,Pawmot,illustration_rare,4.17,47.20,14.48,,,,,,
sv01,2023-04,247,Koraidon ex,special_illustration_rare,30.28,178.89,37.00,,,,,,
sv01,2023-04,256,Rare Candy,hyper_rare,7.88,68.42,45.00,,,,,,
sv01,2023-04,216,Sandile,illustration_rare,4.22,50.16,15.25,,,,,,
sv01,2023-04,246,Great Tusk ex,special_illustration_rare,14.80,106.77,30.01,,,,,,
sv01,2023-04,236,Jacq,ultra_rare,5.81,,,,,,,,
sv01,2023-04,222,Skwovet,illustration_rare,4.33,51.34,15.56,,,,,,
sv01,2023-04,249,Arven,special_illustration_rare,6.97,58.43,17.41,,,,,,
sv01,2023-04,255,Nest Ball,hyper_rare,12.50,91.91,26.13,,,,,,
sv01,2023-04,235,Arven,ultra_rare,6.08,,,,,,,,
sv01,2023-04,241,Professor's Research (Professor Turo),ultra_rare,4.18,,,,,,,,
sv01,2023-04,258,Fighting Energy,hyper_rare,7.11,54.21,16.31,,,,,,
sv01,2023-04,086,Gardevoir ex,double_rare,3.79,,,,,,,,
sv01,2023-04,207,Dondozo,illustration_rare,5.23,57.88,17.27,,,,,,
sv01,2023-04,217,Klawf,illustration_rare,3.08,45.25,13.98,,,,,,
sv01,2023-04,251,Miriam,special_illustration_rare,70.53,438.75,123.73,,,,,,
sv01,2023-04,019,Spidops ex,double_rare,1.68,,,,,,,,
sv01,2023-04,065,Magnezone ex,double_rare,1.35,,,,,,,,
sv01,2023-04,125,Koraidon ex,double_rare,2.67,,,,,,,,
sv01,2023-04,223,Spidops ex,ultra_rare,3.00,,,,,,,,
sv01,2023-04,220,Kingambit,illustration_rare,5.14,63.77,18.81,,,,,,
sv01,2023-04,211,Ralts,illustration_rare,13.09,106.94,30.06,,,,,,
sv01,2023-04,032,Arcanine ex,double_rare,2.71,,,,,,,,
sv01,2023-04,229,Banette ex,ultra_rare,3.74,,,,,,,,
sv01,2023-04,239,Penny,ultra_rare,8.17,,,,,,,,
sv01,2023-04,206,Wiglett,illustration_rare,4.12,47.60,14.58,,,,,,
sv01,2023-04,208,Pachirisu,illustration_rare,3.62,50.35,15.31,,,,,,
sv01,2023-04,252,Penny,special_illustration_rare,12.90,93.88,26.65,,,,,,
sv01,2023-04,081,Miraidon ex,double_rare,3.25,,,,,,,,
sv01,2023-04,232,Toxicroak ex,ultra_rare,2.73,,,,,,,,
sv01,2023-04,237,Katy,ultra_rare,5.99,,,,,,,,
sv01,2023-04,215,Riolu,illustration_rare,6.83,64.37,18.96,,,,,,
sv01,2023-04,225,Gyarados ex,ultra_rare,23.16,,,,,,,,
sv01,2023-04,202,Scovillain,illustration_rare,5.12,49.83,15.16,,,,,,
sv01,2023-04,213,Fidough,illustration_rare,4.41,54.61,16.42,,,,,,
sv01,2023-04,214,Greavard,illustration_rare,3.76,54.86,16.48,,,,,,
sv01,2023-04,245,Gardevoir ex,special_illustration_rare,39.99,171.95,58.66,,,,,,
sv01,2023-04,143,Iron Treads ex,double_rare,1.19,,,,,,,,
sv01,2023-04,233,Iron Treads ex,ultra_rare,3.13,,,,,,,,
sv01,2023-04,238,Miriam,ultra_rare,27.01,,,,,,,,
sv01,2023-04,240,Professor's Research (Professor Sada),ultra_rare,9.09,,,,,,,,
sv01,2023-04,231,Koraidon ex,ultra_rare,6.61,,,,,,,,
sv01,2023-04,234,Oinkologne ex,ultra_rare,4.11,,,,,,,,
sv01,2023-04,244,Miraidon ex,special_illustration_rare,41.80,245.60,66.19,,,,,,
sv01,2023-04,045,Gyarados ex,double_rare,2.98,,,,,,,,
sv01,2023-04,123,Great Tusk ex,double_rare,1.19,,,,,,,,
sv01,2023-04,158,Oinkologne ex,double_rare,1.35,,,,,,,,
sv01,2023-04,199,Tarountula,illustration_rare,5.60,51.64,15.64,,,,,,
sv01,2023-04,200,Dolliv,illustration_rare,3.40,46.99,14.43,,,,,,
sv01,2023-04,204,Slowpoke,illustration_rare,9.50,76.99,22.25,,,,,,
sv01,2023-04,210,Drowzee,illustration_rare,8.06,68.18,19.95,,,,,,
sv01,2023-04,212,Kirlia,illustration_rare,12.03,81.66,23.44,,,,,,
sv01,2023-04,088,Banette ex,double_rare,1.85,,,,,,,,
sv01,2023-04,228,Gardevoir ex,ultra_rare,6.07,,,,,,,,
sv01,2023-04,243,Spidops ex,special_illustration_rare,5.50,57.23,17.10,,,,,,
sv01,2023-04,248,Iron Treads ex,special_illustration_rare,4.84,58.58,17.45,,,,,,
sv01,2023-04,253,Miraidon ex,hyper_rare,16.81,138.84,38.38,,,,,,
sv01,2023-04,254,Koraidon ex,hyper_rare,15.00,90.49,27.44,,,,,,
sv01,2023-04,257,Lightning Energy,hyper_rare,7.00,70.01,20.41,,,,,,
sv01,2023-04,131,Toxicroak ex,double_rare,1.44,,,,,,,,
sv01,2023-04,226,Magnezone ex,ultra_rare,4.19,,,,,,,,
sv01,2023-04,227,Miraidon ex,ultra_rare,7.55,,,,,,,,
sv01,2023-04,230,Great Tusk ex,ultra_rare,4.03,,,,,,,,
sv01,2023-04,218,Mabosstiff,illustration_rare,4.79,46.60,14.32,,,,,,
sv01,2023-04,221,Starly,illustration_rare,4.18,48.67,14.87,,,,,,
sv01,2023-04,242,Team Star Grunt,ultra_rare,3.97,,,,,,,,
sv01,2023-04,203,Armarouge,illustration_rare,7.85,60.06,17.84,,,,,,
sv01,2023-04,205,Clauncher,illustration_rare,3.77,48.76,14.89,,,,,,
sv01,2023-04,219,Bombirdier,illustration_rare,3.31,46.34,14.26,,,,,,
sv01,2023-04,250,Jacq,special_illustration_rare,7.32,64.26,18.94,,,,,,
sv01,2023-05,088,Banette ex,double_rare,2.23,,,,,,,,
sv01,2023-05,247,Koraidon ex,special_illustration_rare,19.14,110.47,37.60,,,,,,
sv01,2023-05,158,Oinkologne ex,double_rare,2.00,,,,,,,,
sv01,2023-05,234,Oinkologne ex,ultra_rare,3.50,,,,,,,,
sv01,2023-05,218,Mabosstiff,illustration_rare,5.15,47.54,11.24,,,,,,
sv01,2023-05,215,Riolu,illustration_rare,8.25,70.42,25.00,,,,,,
sv01,2023-05,231,Koraidon ex,ultra_rare,6.09,,,,,,,,
sv01,2023-05,210,Drowzee,illustration_rare,6.60,65.36,19.39,,,,,,
sv01,2023-05,221,Starly,illustration_rare,5.07,54.47,16.50,,,,,,
sv01,2023-05,245,Gardevoir ex,special_illustration_rare,29.24,154.28,56.50,,,,,,
sv01,2023-05,248,Iron Treads ex,special_illustration_rare,6.08,39.00,8.50,,,,,,
sv01,2023-05,249,Arven,special_illustration_rare,8.53,33.50,11.06,,,,,,
sv01,2023-05,211,Ralts,illustration_rare,12.04,129.63,39.95,,,,,,
sv01,2023-05,213,Fidough,illustration_rare,4.28,55.21,16.69,,,,,,
sv01,2023-05,223,Spidops ex,ultra_rare,4.29,,,,,,,,
sv01,2023-05,226,Magnezone ex,ultra_rare,4.64,,,,,,,,
sv01,2023-05,230,Great Tusk ex,ultra_rare,3.86,,,,,,,,
sv01,2023-05,233,Iron Treads ex,ultra_rare,2.66,,,,,,,,
sv01,2023-05,236,Jacq,ultra_rare,3.49,,,,,,,,
sv01,2023-05,207,Dondozo,illustration_rare,6.03,55.45,16.76,,,,,,
sv01,2023-05,123,Great Tusk ex,double_rare,1.00,,,,,,,,
sv01,2023-05,131,Toxicroak ex,double_rare,1.31,,,,,,,,
sv01,2023-05,229,Banette ex,ultra_rare,4.35,,,,,,,,
sv01,2023-05,238,Miriam,ultra_rare,24.72,,,,,,,,
sv01,2023-05,206,Wiglett,illustration_rare,6.38,51.03,15.59,,,,,,
sv01,2023-05,208,Pachirisu,illustration_rare,5.18,47.36,14.61,,,,,,
sv01,2023-05,217,Klawf,illustration_rare,3.62,45.15,14.02,,,,,,
sv01,2023-05,219,Bombirdier,illustration_rare,4.89,46.24,14.31,,,,,,
sv01,2023-05,220,Kingambit,illustration_rare,6.34,63.05,18.78,,,,,,
sv01,2023-05,065,Magnezone ex,double_rare,2.22,,,,,,,,
sv01,2023-05,225,Gyarados ex,ultra_rare,16.35,,,,,,,,
sv01,2023-05,235,Arven,ultra_rare,6.84,,,,,,,,
sv01,2023-05,199,Tarountula,illustration_rare,4.53,52.37,15.94,,,,,,
sv01,2023-05,209,Pawmot,illustration_rare,4.38,30.00,24.99,,,,,,
sv01,2023-05,255,Nest Ball,hyper_rare,10.63,41.00,19.75,,,,,,
sv01,2023-05,239,Penny,ultra_rare,8.81,,,,,,,,
sv01,2023-05,214,Greavard,illustration_rare,5.15,55.26,25.00,,,,,,
sv01,2023-05,254,Koraidon ex,hyper_rare,12.65,49.88,20.50,,,,,,
sv01,2023-05,081,Miraidon ex,double_rare,2.78,,,,,,,,
sv01,2023-05,232,Toxicroak ex,ultra_rare,4.52,,,,,,,,
sv01,2023-05,242,Team Star Grunt,ultra_rare,3.49,,,,,,,,
sv01,2023-05,205,Clauncher,illustration_rare,4.95,56.43,17.02,,,,,,
sv01,2023-05,212,Kirlia,illustration_rare,13.76,116.01,30.45,,,,,,
sv01,2023-05,246,Great Tusk ex,special_illustration_rare,10.25,75.53,20.00,,,,,,
sv01,2023-05,252,Penny,special_illustration_rare,8.79,57.08,24.00,,,,,,
sv01,2023-05,256,Rare Candy,hyper_rare,8.34,54.00,45.00,,,,,,
sv01,2023-05,019,Spidops ex,double_rare,1.71,,,,,,,,
sv01,2023-05,143,Iron Treads ex,double_rare,1.46,,,,,,,,
sv01,2023-05,227,Miraidon ex,ultra_rare,6.68,,,,,,,,
sv01,2023-05,228,Gardevoir ex,ultra_rare,5.16,,,,,,,,
sv01,2023-05,216,Sandile,illustration_rare,3.66,48.20,14.83,,,,,,
sv01,2023-05,258,Fighting Energy,hyper_rare,8.12,64.33,19.12,,,,,,
sv01,2023-05,237,Katy,ultra_rare,4.67,,,,,,,,
sv01,2023-05,204,Slowpoke,illustration_rare,8.54,44.51,16.50,,,,,,
sv01,2023-05,243,Spidops ex,special_illustration_rare,5.82,32.00,9.00,,,,,,
sv01,2023-05,257,Lightning Energy,hyper_rare,7.37,31.75,10.02,,,,,,
sv01,2023-05,032,Arcanine ex,double_rare,2.49,,,,,,,,
sv01,2023-05,202,Scovillain,illustration_rare,5.88,75.00,8.52,,,,,,
sv01,2023-05,251,Miriam,special_illustration_rare,63.00,227.24,93.00,,,,,,
sv01,2023-05,253,Miraidon ex,hyper_rare,15.75,76.00,40.00,,,,,,
sv01,2023-05,086,Gardevoir ex,double_rare,4.06,,,,,,,,
sv01,2023-05,203,Armarouge,illustration_rare,6.46,59.47,17.83,,,,,,
sv01,2023-05,244,Miraidon ex,special_illustration_rare,35.00,152.50,59.47,,,,,,
sv01,2023-05,250,Jacq,special_illustration_rare,7.10,32.80,12.00,,,,,,
sv01,2023-05,045,Gyarados ex,double_rare,2.43,,,,,,,,
sv01,2023-05,224,Arcanine ex,ultra_rare,14.77,,,,,,,,
sv01,2023-05,240,Professor's Research (Professor Sada),ultra_rare,7.58,,,,,,,,
sv01,2023-05,125,Koraidon ex,double_rare,2.13,,,,,,,,
sv01,2023-05,241,Professor's Research (Professor Turo),ultra_rare,3.89,,,,,,,,
sv01,2023-05,200,Dolliv,illustration_rare,5.00,52.96,16.09,,,,,,
sv01,2023-05,201,Toedscool,illustration_rare,5.04,54.72,16.56,,,,,,
sv01,2023-05,222,Skwovet,illustration_rare,3.24,45.89,14.22,,,,,,
sv01,2023-06,125,Koraidon ex,double_rare,2.13,,,,,,,,
sv01,2023-06,232,Toxicroak ex,ultra_rare,4.11,,,,,,,,
sv01,2023-06,249,Arven,special_illustration_rare,5.70,30.11,9.69,,,,,,
sv01,2023-06,258,Fighting Energy,hyper_rare,5.50,32.39,9.85,,,,,,
sv01,2023-06,081,Miraidon ex,double_rare,2.76,,,,,,,,
sv01,2023-06,234,Oinkologne ex,ultra_rare,2.78,,,,,,,,
sv01,2023-06,237,Katy,ultra_rare,5.25,,,,,,,,
sv01,2023-06,240,Professor's Research (Professor Sada),ultra_rare,6.91,,,,,,,,
sv01,2023-06,215,Riolu,illustration_rare,8.93,84.17,18.74,,,,,,
sv01,2023-06,218,Mabosstiff,illustration_rare,3.80,44.87,16.00,,,,,,
sv01,2023-06,226,Magnezone ex,ultra_rare,3.51,,,,,,,,
sv01,2023-06,228,Gardevoir ex,ultra_rare,6.72,,,,,,,,
sv01,2023-06,238,Miriam,ultra_rare,20.82,,,,,,,,
sv01,2023-06,204,Slowpoke,illustration_rare,10.39,52.00,16.50,,,,,,
sv01,2023-06,212,Kirlia,illustration_rare,9.84,86.00,25.99,,,,,,
sv01,2023-06,086,Gardevoir ex,double_rare,2.58,,,,,,,,
sv01,2023-06,088,Banette ex,double_rare,1.52,,,,,,,,
sv01,2023-06,227,Miraidon ex,ultra_rare,5.20,,,,,,,,
sv01,2023-06,207,Dondozo,illustration_rare,5.20,37.50,12.99,,,,,,
sv01,2023-06,213,Fidough,illustration_rare,5.99,71.00,10.83,,,,,,
sv01,2023-06,065,Magnezone ex,double_rare,1.73,,,,,,,,
sv01,2023-06,225,Gyarados ex,ultra_rare,16.50,,,,,,,,
sv01,2023-06,219,Bombirdier,illustration_rare,3.92,43.00,10.26,,,,,,
sv01,2023-06,220,Kingambit,illustration_rare,5.32,43.00,16.00,,,,,,
sv01,2023-06,252,Penny,special_illustration_rare,8.68,54.75,22.00,,,,,,
sv01,2023-06,224,Arcanine ex,ultra_rare,15.64,,,,,,,,
sv01,2023-06,131,Toxicroak ex,double_rare,1.26,,,,,,,,
sv01,2023-06,158,Oinkologne ex,double_rare,1.48,,,,,,,,
sv01,2023-06,229,Banette ex,ultra_rare,3.10,,,,,,,,
sv01,2023-06,231,Koraidon ex,ultra_rare,4.14,,,,,,,,
sv01,2023-06,217,Klawf,illustration_rare,2.99,44.57,13.94,,,,,,
sv01,2023-06,257,Lightning Energy,hyper_rare,5.00,31.78,10.00,,,,,,
sv01,2023-06,235,Arven,ultra_rare,5.47,,,,,,,,
sv01,2023-06,242,Team Star Grunt,ultra_rare,2.88,,,,,,,,
sv01,2023-06,201,Toedscool,illustration_rare,4.11,48.21,14.93,,,,,,
sv01,2023-06,206,Wiglett,illustration_rare,4.00,63.16,12.99,,,,,,
sv01,2023-06,247,Koraidon ex,special_illustration_rare,18.98,89.75,30.52,,,,,,
sv01,2023-06,200,Dolliv,illustration_rare,6.15,26.19,10.74,,,,,,
sv01,2023-06,211,Ralts,illustration_rare,15.16,139.44,22.54,,,,,,
sv01,2023-06,255,Nest Ball,hyper_rare,12.50,34.38,11.26,,,,,,
sv01,2023-06,239,Penny,ultra_rare,8.00,,,,,,,,
sv01,2023-06,241,Professor's Research (Professor Turo),ultra_rare,4.00,,,,,,,,
sv01,2023-06,199,Tarountula,illustration_rare,4.05,45.21,14.02,,,,,,
sv01,2023-06,243,Spidops ex,special_illustration_rare,5.69,29.98,9.50,,,,,,
sv01,2023-06,202,Scovillain,illustration_rare,5.41,75.00,8.52,,,,,,
sv01,2023-06,210,Drowzee,illustration_rare,6.59,60.00,19.50,,,,,,
sv01,2023-06,250,Jacq,special_illustration_rare,6.00,32.00,14.00,,,,,,
sv01,2023-06,251,Miriam,special_illustration_rare,55.51,265.00,75.50,,,,,,
sv01,2023-06,254,Koraidon ex,hyper_rare,10.70,49.35,17.50,,,,,,
sv01,2023-06,032,Arcanine ex,double_rare,2.35,,,,,,,,
sv01,2023-06,223,Spidops ex,ultra_rare,2.28,,,,,,,,
sv01,2023-06,214,Greavard,illustration_rare,7.00,61.65,16.77,,,,,,
sv01,2023-06,221,Starly,illustration_rare,4.18,49.28,15.22,,,,,,
sv01,2023-06,019,Spidops ex,double_rare,1.45,,,,,,,,
sv01,2023-06,045,Gyarados ex,double_rare,1.80,,,,,,,,
sv01,2023-06,205,Clauncher,illustration_rare,4.50,30.20,18.00,,,,,,
sv01,2023-06,246,Great Tusk ex,special_illustration_rare,8.50,46.00,17.00,,,,,,
sv01,2023-06,253,Miraidon ex,hyper_rare,13.51,59.50,20.06,,,,,,
sv01,2023-06,208,Pachirisu,illustration_rare,5.74,39.00,16.00,,,,,,
sv01,2023-06,256,Rare Candy,hyper_rare,5.48,34.19,13.28,,,,,,
sv01,2023-06,230,Great Tusk ex,ultra_rare,3.15,,,,,,,,
sv01,2023-06,233,Iron Treads ex,ultra_rare,2.63,,,,,,,,
sv01,2023-06,245,Gardevoir ex,special_illustration_rare,29.07,115.50,31.42,,,,,,
sv01,2023-06,123,Great Tusk ex,double_rare,1.27,,,,,,,,
sv01,2023-06,203,Armarouge,illustration_rare,6.06,47.15,10.00,,,,,,
sv01,2023-06,216,Sandile,illustration_rare,4.52,51.96,15.94,,,,,,
sv01,2023-06,248,Iron Treads ex,special_illustration_rare,5.00,31.00,13.00,,,,,,
sv01,2023-06,143,Iron Treads ex,double_rare,1.34,,,,,,,,
sv01,2023-06,236,Jacq,ultra_rare,4.17,,,,,,,,
sv01,2023-06,209,Pawmot,illustration_rare,4.00,27.00,22.49,,,,,,
sv01,2023-06,222,Skwovet,illustration_rare,5.03,54.43,18.18,,,,,,
sv01,2023-06,244,Miraidon ex,special_illustration_rare,24.50,107.85,32.00,,,,,,
sv01,2023-07,143,Iron Treads ex,double_rare,1.67,,,,,,,,
sv01,2023-07,228,Gardevoir ex,ultra_rare,5.92,,,,,,,,
sv01,2023-07,241,Professor's Research (Professor Turo),ultra_rare,2.25,,,,,,,,
sv01,2023-07,231,Koraidon ex,ultra_rare,4.99,,,,,,,,
sv01,2023-07,205,Clauncher,illustration_rare,4.10,30.20,16.00,,,,,,
sv01,2023-07,211,Ralts,illustration_rare,12.44,120.00,24.00,,,,,,
sv01,2023-07,245,Gardevoir ex,special_illustration_rare,22.25,102.50,32.56,,,,,,
sv01,2023-07,131,Toxicroak ex,double_rare,1.58,,,,,,,,
sv01,2023-07,226,Magnezone ex,ultra_rare,2.16,,,,,,,,
sv01,2023-07,227,Miraidon ex,ultra_rare,5.06,,,,,,,,
sv01,2023-07,256,Rare Candy,hyper_rare,7.08,26.81,17.00,,,,,,
sv01,2023-07,221,Starly,illustration_rare,4.04,49.44,10.50,,,,,,
sv01,2023-07,019,Spidops ex,double_rare,1.64,,,,,,,,
sv01,2023-07,045,Gyarados ex,double_rare,2.00,,,,,,,,
sv01,2023-07,086,Gardevoir ex,double_rare,2.00,,,,,,,,
sv01,2023-07,229,Banette ex,ultra_rare,3.16,,,,,,,,
sv01,2023-07,233,Iron Treads ex,ultra_rare,2.59,,,,,,,,
sv01,2023-07,240,Professor's Research (Professor Sada),ultra_rare,4.52,,,,,,,,
sv01,2023-07,224,Arcanine ex,ultra_rare,13.43,,,,,,,,
sv01,2023-07,244,Miraidon ex,special_illustration_rare,19.00,101.54,34.09,,,,,,
sv01,2023-07,251,Miriam,special_illustration_rare,48.09,238.00,71.70,,,,,,
sv01,2023-07,258,Fighting Energy,hyper_rare,4.27,42.12,9.49,,,,,,
sv01,2023-07,239,Penny,ultra_rare,7.93,,,,,,,,
sv01,2023-07,242,Team Star Grunt,ultra_rare,3.80,,,,,,,,
sv01,2023-07,206,Wiglett,illustration_rare,3.97,47.43,12.99,,,,,,
sv01,2023-07,257,Lightning Energy,hyper_rare,4.19,24.99,8.56,,,,,,
sv01,2023-07,199,Tarountula,illustration_rare,4.00,53.67,10.26,,,,,,
sv01,2023-07,218,Mabosstiff,illustration_rare,4.16,46.91,16.00,,,,,,
sv01,2023-07,243,Spidops ex,special_illustration_rare,3.47,34.07,12.75,,,,,,
sv01,2023-07,065,Magnezone ex,double_rare,1.76,,,,,,,,
sv01,2023-07,214,Greavard,illustration_rare,5.95,46.00,10.50,,,,,,
sv01,2023-07,158,Oinkologne ex,double_rare,1.50,,,,,,,,
sv01,2023-07,230,Great Tusk ex,ultra_rare,3.48,,,,,,,,
sv01,2023-07,232,Toxicroak ex,ultra_rare,4.00,,,,,,,,
sv01,2023-07,210,Drowzee,illustration_rare,10.25,78.79,17.76,,,,,,
sv01,2023-07,216,Sandile,illustration_rare,4.00,24.99,8.27,,,,,,
sv01,2023-07,248,Iron Treads ex,special_illustration_rare,4.90,32.54,12.58,,,,,,
sv01,2023-07,250,Jacq,special_illustration_rare,3.51,27.99,12.45,,,,,,
sv01,2023-07,125,Koraidon ex,double_rare,2.25,,,,,,,,
sv01,2023-07,200,Dolliv,illustration_rare,3.98,26.19,9.00,,,,,,
sv01,2023-07,207,Dondozo,illustration_rare,5.00,37.50,11.50,,,,,,
sv01,2023-07,209,Pawmot,illustration_rare,4.75,27.00,22.49,,,,,,
sv01,2023-07,247,Koraidon ex,special_illustration_rare,15.32,75.49,26.99,,,,,,
sv01,2023-07,225,Gyarados ex,ultra_rare,15.75,,,,,,,,
sv01,2023-07,236,Jacq,ultra_rare,3.73,,,,,,,,
sv01,2023-07,208,Pachirisu,illustration_rare,4.62,49.50,11.50,,,,,,
sv01,2023-07,220,Kingambit,illustration_rare,4.32,49.99,16.00,,,,,,
sv01,2023-07,255,Nest Ball,hyper_rare,9.74,34.10,10.50,,,,,,
sv01,2023-07,212,Kirlia,illustration_rare,11.00,81.00,21.55,,,,,,
sv01,2023-07,222,Skwovet,illustration_rare,5.00,59.15,13.59,,,,,,
sv01,2023-07,203,Armarouge,illustration_rare,6.25,87.83,21.73,,,,,,
sv01,2023-07,204,Slowpoke,illustration_rare,7.50,56.75,21.30,,,,,,
sv01,2023-07,252,Penny,special_illustration_rare,8.50,53.70,17.60,,,,,,
sv01,2023-07,213,Fidough,illustration_rare,3.77,70.47,18.70,,,,,,
sv01,2023-07,219,Bombirdier,illustration_rare,3.00,43.00,10.26,,,,,,
sv01,2023-07,234,Oinkologne ex,ultra_rare,3.50,,,,,,,,
sv01,2023-07,237,Katy,ultra_rare,4.05,,,,,,,,
sv01,2023-07,238,Miriam,ultra_rare,18.24,,,,,,,,
sv01,2023-07,032,Arcanine ex,double_rare,2.20,,,,,,,,
sv01,2023-07,123,Great Tusk ex,double_rare,1.24,,,,,,,,
sv01,2023-07,201,Toedscool,illustration_rare,3.10,43.76,10.00,,,,,,
